"","dateCrawled","name","seller","offerType","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","nrOfPictures","postalCode","lastSeen"
"6725","2016-03-07 18:57:07","AUDI_A3_1_8_Automatik_mit_Tuev","privat","Angebot",599,"control","limousine",1999,"automatik",125,"a3",150000,7,"benzin","audi","","2016-03-07 00:00:00",0,75038,"2016-03-11 12:45:18"
"11641","2016-03-20 21:50:45","Fiat_Punto_55_S_TUV_ASU_NEU","privat","Angebot",599,"test","kleinwagen",1997,"manuell",54,"punto",150000,1,"benzin","fiat","nein","2016-03-20 00:00:00",0,65189,"2016-04-06 05:15:22"
"132772","2016-03-31 16:38:20","Peugeot_307_SW_Kombi","privat","Angebot",899,"control","kombi",2002,"manuell",136,"3_reihe",150000,0,"","peugeot","ja","2016-03-31 00:00:00",0,78467,"2016-04-06 09:44:18"
"71813","2016-04-03 22:46:03","Suzuki_Swift_zu_verkaufen","privat","Angebot",550,"control","kleinwagen",1998,"manuell",53,"swift",125000,2,"benzin","suzuki","","2016-04-03 00:00:00",0,1809,"2016-04-05 23:46:26"
"118129","2016-03-31 19:43:15","Suzuki_WAGON_R+_1.3_GL__HU_Neu_02/18","privat","Angebot",1599,"control","bus",2001,"manuell",76,"andere",150000,2,"benzin","suzuki","nein","2016-03-31 00:00:00",0,19273,"2016-04-06 13:45:33"
"23024","2016-04-02 15:40:33","Mercedes_Benz_c_klasse_1.8_TÜV_bis_11/16","privat","Angebot",1250,"control","limousine",1995,"manuell",0,"c_klasse",150000,4,"benzin","mercedes_benz","nein","2016-04-02 00:00:00",0,6114,"2016-04-02 15:40:33"
"45723","2016-03-17 13:59:30","Volkswagen_VW_Golf_3","privat","Angebot",1100,"control","kleinwagen",1996,"manuell",60,"golf",125000,10,"benzin","volkswagen","nein","2016-03-17 00:00:00",0,73092,"2016-03-20 16:15:24"
"136899","2016-03-17 19:42:33","Honda_Accord_2.2_i_ctdi_sport","privat","Angebot",8650,"control","limousine",2006,"manuell",140,"accord",150000,0,"benzin","honda","nein","2016-03-17 00:00:00",0,84453,"2016-04-07 07:17:04"
"80897","2016-03-18 00:58:16","BMW_518i","privat","Angebot",600,"test","limousine",1994,"manuell",113,"5er",150000,8,"benzin","bmw","nein","2016-03-17 00:00:00",0,41468,"2016-04-05 21:46:39"
"13305","2016-03-21 11:41:55","VW_Touran_1.4_tsi_DSG_Automatik_Tuev_Neu/_7_Sitzer/Standheizung","privat","Angebot",8350,"control","bus",2009,"automatik",140,"touran",150000,4,"benzin","volkswagen","nein","2016-02-26 00:00:00",0,33104,"2016-04-06 12:45:22"
"56928","2016-03-13 23:48:11","Audi_A4_mit_TÜV!","privat","Angebot",1399,"test","kombi",1996,"manuell",0,"a4",150000,8,"benzin","audi","","2016-03-13 00:00:00",0,47533,"2016-03-14 07:41:31"
"94414","2016-03-05 17:50:38","Volkswagen_Golf_2.0_TDI_DPF_MATCH__Standheizung_mit_FB","privat","Angebot",14000,"test","limousine",2012,"manuell",140,"golf",50000,8,"diesel","volkswagen","nein","2016-03-05 00:00:00",0,29640,"2016-04-05 13:46:38"
"188086","2016-04-07 14:07:02","Reno_Kangoo_1.9_Diesel_80PS","privat","Angebot",600,"control","",2005,"manuell",0,"kangoo",150000,4,"","renault","nein","2016-04-07 00:00:00",0,56077,"2016-04-07 14:07:02"
"145756","2016-03-20 21:49:20","VW_Lupo_1.4l_Bj_2002","privat","Angebot",2500,"test","kleinwagen",2002,"manuell",75,"lupo",100000,0,"benzin","volkswagen","","2016-03-20 00:00:00",0,74821,"2016-04-07 07:16:32"
"100842","2016-03-18 14:37:03","Fiat_punto_diesel_automatik","privat","Angebot",2200,"test","",2016,"automatik",0,"punto",150000,7,"diesel","fiat","nein","2016-03-18 00:00:00",0,30539,"2016-03-21 07:16:26"
"46132","2016-04-05 07:54:35","Opel_Astra_2.2_16V_Coupe","privat","Angebot",2450,"test","coupe",2001,"automatik",147,"astra",150000,3,"benzin","opel","nein","2016-04-05 00:00:00",0,47119,"2016-04-07 10:44:33"
"146422","2016-04-04 23:55:03","Renault_Clio_Renault_Sport_Austauschmotor","privat","Angebot",3750,"control","kleinwagen",2001,"manuell",169,"clio",150000,2,"benzin","renault","ja","2016-04-04 00:00:00",0,71134,"2016-04-07 10:15:25"
"77649","2016-03-20 14:53:16","BMW_118i_Cabrio__Klima__Leder__1.Hand","privat","Angebot",23999,"test","cabrio",2013,"manuell",143,"1er",30000,6,"benzin","bmw","nein","2016-03-20 00:00:00",0,65428,"2016-04-06 23:45:41"
"89309","2016-03-26 21:58:06","Volkswagen_Polo","privat","Angebot",1500,"control","kleinwagen",2001,"",0,"polo",150000,8,"benzin","volkswagen","nein","2016-03-26 00:00:00",0,20535,"2016-04-06 13:16:40"
"164897","2016-04-01 19:42:34","Mazda_MX_5_NB_Cabrio","privat","Angebot",4500,"control","cabrio",2001,"manuell",110,"mx_reihe",150000,6,"benzin","mazda","nein","2016-04-01 00:00:00",0,26529,"2016-04-05 15:45:09"
"5317","2016-03-24 19:37:39","Ford_Focus_Turnier_TDDI_Tuev_und_Zahnriemen_NEU","privat","Angebot",1850,"control","kombi",2004,"manuell",90,"focus",150000,9,"diesel","ford","nein","2016-03-24 00:00:00",0,23843,"2016-03-24 19:37:39"
"53666","2016-03-28 19:56:05","Nissan_Micra_","privat","Angebot",500,"control","kleinwagen",1999,"manuell",54,"micra",150000,0,"benzin","nissan","","2016-03-28 00:00:00",0,23923,"2016-03-28 19:56:05"
"61657","2016-03-11 14:36:56","Skoda_Octavia_Combi_2.0_FSI","privat","Angebot",6600,"control","kombi",2006,"manuell",150,"octavia",125000,11,"benzin","skoda","nein","2016-03-11 00:00:00",0,98634,"2016-03-30 20:17:12"
"186999","2016-04-05 07:54:51","Volkswagen_The_Beetle_Cabriolet_2.0_TDI_Sport","privat","Angebot",25500,"test","cabrio",2013,"manuell",140,"beetle",20000,8,"diesel","volkswagen","nein","2016-04-05 00:00:00",0,38228,"2016-04-07 12:16:05"
"12716","2016-03-19 18:54:12","Smart_smart_&_pure","privat","Angebot",1199,"test","kleinwagen",1999,"manuell",45,"fortwo",150000,10,"benzin","smart","nein","2016-03-19 00:00:00",0,94148,"2016-04-07 06:16:37"
"143040","2016-03-09 19:39:13","Zuverlaessiger_Mercedes_124_Kombi_E_220","privat","Angebot",1450,"test","kombi",1994,"manuell",0,"e_klasse",150000,9,"benzin","mercedes_benz","","2016-03-09 00:00:00",0,26131,"2016-03-15 07:16:26"
"48980","2016-03-23 11:48:50","VW_Passat__Leder__Sitzheizung_Anhaengerkupplu__Sommer/Winterreifen","privat","Angebot",2730,"test","kombi",2001,"automatik",150,"",150000,7,"benzin","volkswagen","nein","2016-03-23 00:00:00",0,13347,"2016-04-07 13:17:06"
"89041","2016-03-20 18:55:05","Renault_Kangoo_1.5_dCi_Privilege","privat","Angebot",4600,"test","bus",2008,"manuell",86,"kangoo",150000,4,"diesel","renault","nein","2016-03-20 00:00:00",0,60439,"2016-03-29 15:17:22"
"161008","2016-04-04 14:51:06","Golf_3/4_Cabrio","privat","Angebot",2200,"test","",2017,"manuell",101,"golf",150000,3,"","volkswagen","nein","2016-04-04 00:00:00",0,49497,"2016-04-06 16:17:28"
"101895","2016-03-17 01:54:08","Renault_Twingo","privat","Angebot",999,"test","kleinwagen",2011,"manuell",75,"twingo",80000,11,"benzin","renault","ja","2016-03-16 00:00:00",0,45888,"2016-03-17 07:47:48"
"70490","2016-03-12 16:43:52","Ford_Mondeo_2.0_Turnier_TDCi_Trend","privat","Angebot",899,"control","kombi",2005,"manuell",116,"mondeo",150000,6,"diesel","ford","ja","2016-03-12 00:00:00",0,27283,"2016-03-12 16:43:52"
"123689","2016-03-16 13:51:50","Verkaufe_Nissan_juke_1_6","privat","Angebot",9300,"control","kleinwagen",2013,"manuell",97,"juke",30000,11,"benzin","nissan","","2016-03-16 00:00:00",0,75223,"2016-04-06 12:45:49"
"154820","2016-03-11 14:53:55","Mercedes_Benz_250_TD_Liebhaberfahrzeug_TÜV__E.FH__Klimaanlage","privat","Angebot",6500,"control","kombi",1991,"manuell",90,"andere",150000,6,"diesel","mercedes_benz","nein","2016-03-11 00:00:00",0,44627,"2016-03-12 19:16:02"
