company;product;typename;inches;screenresolution;cpu_company;cpu_type;cpu_frequency_ghz;ram_gb;memory;gpu_company;gpu_type;opsys;weight_kg;price_euro
Dell;Latitude E5470;Notebook;140;1366x768;Intel;Core i3 6100U;23;80;128GB SSD;Intel;HD Graphics 520;Windows 10;179;7400
Dell;Precision M5520;Workstation;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;Quadro M1200;Windows 10;178;24080
Lenovo;Thinkpad T470;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;180GB SSD;Intel;HD Graphics 620;Windows 10;17;13640
Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;80;1TB HDD;AMD;Radeon 520;Windows 10;22;6750
Toshiba;Portege X30-D-10J;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;105;16720
Dell;Inspiron 7570;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;80;512GB SSD;Nvidia;GeForce 940MX;Windows 10;216;12620
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;1TB HDD;Intel;HD Graphics 620;Windows 10;218;5866
HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;16;40;128GB SSD;Intel;UHD Graphics 620;Windows 10;149;7260
Chuwi;Lapbook 15,6;Notebook;156;Full HD 1920x1080;Intel;Atom x5-Z8350;144;40;64GB Flash Storage;Intel;HD Graphics;Windows 10;189;2,489E+16
Lenovo;ThinkPad E570;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Windows 10;23;5650
Lenovo;ThinkPad E480;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 8250U;16;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;175;10490
Dell;Precision 3520;Workstation;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HQ;27;160;512GB SSD;Nvidia;Quadro M620;Windows 10;217;23380
Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;512GB SSD;Nvidia;GeForce GTX 1050;Windows 10;206;18990
Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;136;17980
Asus;Zenbook UX390UA;Ultrabook;125;Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;9,1E+15;19500
Lenovo;Thinkpad E570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Nvidia;GeForce 940MX;Windows 10;23;101199
Toshiba;Portege X30-D-10L;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;320;512GB SSD;Intel;HD Graphics 620;Windows 10;105;27990
Asus;VivoBook Pro;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;199;13500
Acer;Aspire 5;Notebook;156;1366x768;AMD;A10-Series 9620P;25;80;1TB HDD;AMD;Radeon RX 540;Windows 10;22;5790
Asus;Rog G752VL-UH71T;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;240;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 965M;Windows 10;433;12690
Lenovo;Thinkpad X260;Ultrabook;125;IPS Panel 1366x768;Intel;Core i5 6200U;23;80;180GB SSD;Intel;HD Graphics 520;Windows 10;13;10990
Lenovo;Ideapad 520-15IKBR;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;217;8989
HP;EliteBook 840;Notebook;140;Full HD 1920x1080;Intel;Core i7 7600U;28;80;1TB SSD;Intel;HD Graphics 620;Windows 10;148;17490
Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i3 7100U;24;80;256GB SSD;Intel;HD Graphics 620;Windows 10;14;9490
Lenovo;ThinkPad L570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;23;9110
Asus;VivoBook E201NA;Netbook;116;1366x768;Intel;Celeron Dual Core N3350;11;40;64GB Flash Storage;Intel;HD Graphics 500;Windows 10 S;1,2E+16;3400
HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;256GB SSD;AMD;Radeon 520;Windows 10;191;61899
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 8250U;16;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;14;15990
Lenovo;IdeaPad 320-14IAP;Notebook;140;1366x768;Intel;Celeron Dual Core N3350;11;40;500GB HDD;Intel;HD Graphics 500;Windows 10;21;2990
Lenovo;Chromebook N23;Netbook;116;1366x768;Intel;Celeron Dual Core N3060;16;40;16GB SSD;Intel;HD Graphics 400;Chrome OS;125;2650
Lenovo;ThinkPad 13;Notebook;133;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;144;9490
Asus;ZenBook UX510UX-CN211T;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD +  1TB HDD;Intel;HD Graphics 620;Windows 10;20;12240
Acer;Aspire A515-51G-59QF;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 8250U;16;40;1TB HDD;Nvidia;GeForce MX150;Windows 10;22;6130
HP;Envy 13-AB002nv;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;134;13230
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;No OS;24;11490
Dell;XPS 13;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;128GB SSD;Intel;HD Graphics 620;Windows 10;129;8990
Acer;Aspire A515-51G;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;40;500GB HDD;Nvidia;GeForce 940MX;Windows 10;22;6390
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Windows 10;218;8360
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;160;256GB SSD +  2TB HDD;AMD;Radeon 530;Windows 10;22;121924
Xiaomi;Mi Notebook;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 8550U;18;160;256GB SSD;Nvidia;GeForce MX150;No OS;195;139995
Asus;VivoBook E12;Netbook;116;1366x768;Intel;Celeron Dual Core N3350;11;20;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;11;2450
HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;156;Touchscreen 1366x768;Intel;Core i5 8250U;16;40;1TB HDD;Intel;UHD Graphics 620;Windows 10;204;52147
Asus;ROG Zephyrus;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;240;512GB SSD;Nvidia;GeForce GTX1080;Windows 10;224;29680
HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;204;8890
Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX1050 Ti;Windows 10;30;15040
Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;32;13990
HP;Spectre X360;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;132;13990
Dell;Latitude 5480;Notebook;140;Full HD 1920x1080;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;164;127973
HP;ProBook 440;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Windows 10;163;6890
Dell;Inspiron 5770;Notebook;173;IPS Panel Full HD 1920x1080;Intel;Core i5 8250U;16;80;128GB SSD +  1TB HDD;AMD;Radeon 530;Linux;28;8890
Lenovo;ThinkPad L470;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;202;13400
Lenovo;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;40;1TB HDD;Nvidia;GeForce 920MX;Windows 10;22;7990
Lenovo;IdeaPad 320-15ISK;Notebook;156;1366x768;Intel;Core i3 6006U;20;80;2TB HDD;Nvidia;GeForce 920MX;No OS;22;4590
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;500GB HDD;AMD;Radeon R5 M430;Windows 10;23;5850
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7440HQ;28;80;256GB SSD;Intel;HD Graphics 620;Windows 10;19;13770
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;301277
Toshiba;Satellite Pro;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;500GB HDD;Intel;HD Graphics 620;Windows 10;20;8600
Asus;Zenbook UX510UW-FI095T;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7500U;27;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;20;12990
Mediacom;SmartBook Edge;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Celeron Quad Core N3450;11;40;32GB SSD;Intel;HD Graphics 500;Windows 10;1,2E+16;3690
Asus;ROG Strix;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;23;16490
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i7 7600U;28;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;193;13690
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;80;256GB SSD;AMD;Radeon 530;Windows 10;22;79741
HP;250 G6;Notebook;156;Full HD 1920x1080;Intel;Pentium Quad Core N3710;16;40;256GB SSD;Intel;HD Graphics 405;Windows 10;186;39899
HP;Omen 15-ce006nv;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;120;1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;262;17990
Lenovo;Thinkpad E470;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce 940MX;Windows 10;187;8590
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 8550U;18;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;1,2E+16;13990
Dell;Vostro 5468;Notebook;140;Full HD 1920x1080;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Windows 10;16;73587
HP;Envy 13-AB020nr;Ultrabook;133;IPS Panel Quad HD+ 3200x1800;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;134;11450
Acer;Aspire 7;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;Linux;24;7980
Asus;VivoBook X540YA-XX519T;Notebook;156;1366x768;AMD;E-Series 7110;18;40;500GB HDD;AMD;Radeon R2 Graphics;Windows 10;20;3490
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i3 7100U;24;40;128GB SSD;Intel;HD Graphics 620;Windows 10;21;7055
Lenovo;ThinkPad E470;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;187;7850
Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;40;1TB HDD;Intel;HD Graphics 520;No OS;215;46235
HP;250 G6;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;186;3970
Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;199;17290
Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Windows 10;22;4,99E+16
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;19;111699
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;26990
HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;173;1600x900;Intel;Core i3 6006U;20;80;1TB HDD;Intel;HD Graphics 520;Windows 10;265;5,4415E+15
HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;HD Graphics 620;Windows 10;263;12800
Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;40;500GB HDD;Intel;HD Graphics 500;Linux;20;2240
Mediacom;SmartBook 130;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Atom x5-Z8350;144;40;32GB Flash Storage;Intel;HD Graphics;Windows 10;135;2550
Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel;Core i7 7500U;27;60;128GB SSD +  1TB HDD;Nvidia;GeForce 940MX;Windows 10;28;9490
HP;15-bw007nv (A10-9620P/6GB/128GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD;A10-Series A10-9620P;25;60;128GB SSD;AMD;Radeon 530;Windows 10;191;5689
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M420;Windows 10;218;6179
Acer;Spin SP111-31;2 in 1 Convertible;116;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Celeron Dual Core N3350;20;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;125;3490
Lenovo;V330-15IKB (i3-7130U/4GB/128GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i3 7130U;27;40;128GB SSD;Intel;HD Graphics 620;Windows 10;205;6300
HP;EliteBook 1030;Ultrabook;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel;Core M 6Y75;12;160;512GB SSD;Intel;HD Graphics 515;Windows 10;1,16E+16;19650
Lenovo;Thinkpad P71;Notebook;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;Quadro M620M;Windows 10;34;29990
Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;25;8390
Dell;XPS 13;Ultrabook;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel;Core i5 8250U;16;80;128GB SSD;Intel;UHD Graphics 620;Windows 10;121;15990
Dell;Latitude 5580;Notebook;156;1366x768;Intel;Core i5 7300U;26;40;500GB HDD;Intel;HD Graphics 620;Windows 10;193;9590
Fujitsu;Lifebook A557;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Windows 10;22;7390
Lenovo;IdeaPad 320-15IAP;Notebook;156;Full HD 1920x1080;Intel;Pentium Quad Core N4200;11;40;500GB HDD;Intel;HD Graphics 505;Windows 10;22;3440
Lenovo;ThinkPad L470;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;202;9900
HP;ZBook 17;Workstation;173;1600x900;Intel;Core i5 7440HQ;28;80;500GB HDD;Nvidia;Quadro M1200;Windows 10;314;186099
HP;14-am079na (N3710/8GB/2TB/W10);Notebook;140;1366x768;Intel;Pentium Quad Core N3710;16;80;2TB HDD;Intel;HD Graphics 405;Windows 10;194;3890
HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;AMD;A9-Series A9-9420;30;60;256GB SSD;AMD;Radeon 530;Windows 10;195;6490
Lenovo;Thinkpad E570;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;23;8300
Lenovo;V330-15IKB (i5-8250U/4GB/500GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;40;500GB HDD;Intel;HD Graphics 620;Windows 10;205;6850
Mediacom;SmartBook 141;Notebook;140;Full HD 1920x1080;Intel;Atom x5-Z8350;144;40;32GB SSD;Intel;HD Graphics;Windows 10;14;113602
Toshiba;Tecra X40-D-10H;Ultrabook;140;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;124;18650
Lenovo;IdeaPad Y910-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;320;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;46;26630
MSI;GT73VR Titan;Gaming;173;Full HD 1920x1080;Intel;Core i7 7820HK;29;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;414;27290
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;AMD;Radeon R5 M430;Linux;22;74901
Mediacom;SmartBook Edge;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Celeron Quad Core N3450;11;40;32GB SSD;Intel;HD Graphics 500;Windows 10;145;3890
Dell;Latitude 5580;Notebook;156;1366x768;Intel;Core i5 7300U;26;80;500GB HDD;Intel;HD Graphics 620;Windows 10;19;100852
HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel;Core i3 7100U;24;40;128GB SSD;Intel;HD Graphics 620;Windows 10;149;7190
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i7 7600U;28;160;256GB SSD;Nvidia;GeForce 930MX;Windows 10;193;153739
Dell;Chromebook 11;Netbook;116;1366x768;Intel;Celeron Dual Core N3060;16;40;16GB Flash Storage;Intel;HD Graphics 400;Chrome OS;126;2950
Dell;GT80S 6QE;Gaming;173;Full HD 1920x1080;Intel;Core i7 6820HK;27;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;45;23490
HP;Omen 17-AN010nv;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;3,78E+16;14980
Lenovo;Thinkpad T460s;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 6600U;26;120;256GB SSD;Intel;HD Graphics 520;Windows 10;14;16730
Lenovo;Ideapad 320-15IKBR;Notebook;156;Touchscreen 1366x768;Intel;Core i7 8550U;18;120;1TB HDD;Intel;HD Graphics 620;Windows 10;22;6090
Asus;ROG Strix;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;273;17700
Asus;TP501UA-CJ131T (i5-7200U/8GB/1TB/W10);2 in 1 Convertible;156;Touchscreen 1366x768;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 520;Windows 10;22;7390
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD;A12-Series 9720P;36;120;512GB SSD;AMD;Radeon 530;Windows 10;22;9490
Dell;Inspiron 3179;2 in 1 Convertible;116;Touchscreen 1366x768;Intel;Core M 7Y30;10;40;128GB SSD;Intel;HD Graphics 615;Windows 10;139;6030
Samsung;Notebook Odyssey;Notebook;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;25;16990
Lenovo;V320-17ISK (i3-6006U/4GB/500GB/FHD/No;Notebook;173;Full HD 1920x1080;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;No OS;28;5290
Lenovo;IdeaPad 110-15ISK;Notebook;156;1366x768;Intel;Core i3 6100U;23;80;1TB HDD;Intel;HD Graphics 520;Windows 10;229;4590
Lenovo;ThinkPad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;137;20250
Lenovo;Thinkpad T470p;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;256GB SSD;Intel;HD Graphics 630;Windows 10;17;14740
Dell;Latitude 5289;2 in 1 Convertible;125;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;134;16700
Dell;Precision 3520;Workstation;156;Full HD / Touchscreen 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;Quadro M620;Windows 10;206;17630
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;184;12190
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;21;66848
Acer;Aspire 1;Notebook;140;Full HD 1920x1080;Intel;Celeron Quad Core N3450;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;16;3290
MSI;Laptop MSI;Gaming;173;Full HD 1920x1080;Intel;Core i7 6820HK;27;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 970M;Windows 10;414;21990
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M420;Linux;218;4650
MSI;GS63VR 7RF;Gaming;156;4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;160;256GB SSD +  2TB HDD;Nvidia;GeForce GTX 1060;Windows 10;18;22990
Toshiba;Tecra Z50-C-144;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;22;13990
Lenovo;IdeaPad 310-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;60;1TB HDD;Intel;HD Graphics 620;Windows 10;24;5640
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Intel;HD Graphics 630;Windows 10;20;12990
Acer;Swift SF114-31-P5HY;Notebook;140;1366x768;Intel;Pentium Quad Core N3710;16;40;128GB Flash Storage;Intel;HD Graphics 405;Windows 10;16;3490
Lenovo;Thinkpad P51;Notebook;156;IPS Panel 4K Ultra HD 3840x2160;Intel;Xeon E3-1535M v6;31;320;1TB SSD;Nvidia;Quadro M2200M;Windows 10;25;48990
Dell;Inspiron 7559;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;1TB HDD;Nvidia;GeForce GTX 960<U+039C>;Windows 10;259;87901
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;Linux;218;4439
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;Linux;225;3590
Dell;Latitude 5580;Notebook;156;1366x768;Intel;Core i5 7300U;26;40;500GB HDD;Intel;HD Graphics 620;Linux;193;8690
Dell;FX753VD-GC007T (i7-7700HQ/8GB/1TB;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;HD Graphics 620;Windows 10;30;11680
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD;AMD;Radeon R5 M420;Linux;218;5690
HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;512GB SSD;Intel;HD Graphics 620;Windows 10;184;13890
MSI;GT62VR 7RE;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;294;226786
Acer;CB5-132T-C9KK (N3160/4GB/32GB/Chrome;2 in 1 Convertible;116;IPS Panel Touchscreen 1366x768;Intel;Celeron Quad Core N3160;16;40;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;125;3790
HP;ProBook 650;Notebook;140;1366x768;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;231;11240
Lenovo;ThinkPad T470;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;165;14650
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;40;1TB HDD;AMD;Radeon 530;Windows 10;22;7760
Fujitsu;LifeBook A557;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;22;7990
HP;EliteBook 850;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 7;188;9320
Dell;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce 920MX;Windows 10;22;8990
Mediacom;SmartBook 140;Notebook;140;Full HD 1920x1080;Intel;Atom x5-Z8350;144;20;32GB Flash Storage;Intel;HD Graphics;Windows 10;14;2390
Lenovo;IdeaPad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;128GB SSD;Intel;HD Graphics 620;No OS;22;4680
Asus;Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10);2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;60;1TB HDD;Intel;HD Graphics 620;Windows 10;15;63901
Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;256GB SSD;Nvidia;GeForce GTX 1050;Windows 10;20;18200
Asus;ZenBook 3;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;11;19000
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;262;14790
Lenovo;V330-15IKB (i5-8250U/4GB/256GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;40;256GB SSD;Intel;UHD Graphics 620;Windows 10;18;8290
Lenovo;Ideapad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;1TB HDD;Nvidia;HD Graphics 620;Windows 10;22;5790
