Date,Rating,Review
21.05.2013,4,"Šmarješke toplice are surrounded by a lot of greenery, the pictures on the website are not different from real ones. The hotel is pleasant and the staff is more then friendly. They have a complex of 2 hotels, both with four stars and I think that anyone who wants a vacation or just a one-day reprieve must visit Šmarješke toplice. Especially those who love nature"
27.09.2012,3,"My husband & I traveled to Slovenia for our friends wedding. This hotel was one of a few suggested by the bride & while I am showing it as a 3 I would say it is more a 3 1/2.The reception, information & spa staff are very helpful & friendly & look to make your stay as pleasant as possible. The location of this hotel is beautiful, quiet & really allows guests to clear their minds. The first day both my husband & I enjoyed massages in the spa, they were both excellent & we were shocked by the reasonable price. We enjoyed the thermal pools but were a little uncomfortable with the ""no clothing rule"" when it is not a private setting. Staff in the pool reception could be better informed & a little more friendly.Housekeeping staff were generally unfriendly & somewhat inflexible with their cleaning schedule. While the beds in the room are comfortable, the pillows are not - lumpy & almost seem to be at the end of their life. Restaurant staff are friendly & helpful. Selection at breakfast is a nice variety & dinner was a nice selection of Slovenian dishes.Overall our stay was very nice but new pillows would provide a much better sleep, sort of a big plus when the facility is all about wellness."
16.08.2012,4,"We had great results after staying in the hotel for 10 nightsA very good program for both detox and slim-fitNice facilities for cardio etc,good massages etc and also a nice swimming poolI should recommand to book a program including all treatmentsWe flew to Zagreb and they also arranged a 1 hour transfer by taxiThere could be some more intertainment for tourists in the eveningThe rooms are nice but I should recommand to renovate the groundfloor especially the restaurantsI appreciated that there was free internret excess ( with a cable ) in the rooms"
4.05.2012,4,"Excelent hotel, excelent location for people who like nature, forest, flowers.. very peacefull. Also i recomend you to chek diferent treatemens for spine, other bones, hart etc etc.. they have great experts.unfortunatelly the don't have any kind of activites for children.Breakfast is fantastic- eco. Dinner is prepared infront, which i don't like it."
4.04.2015,4,Very nice hotel with friendly staff and great food. The prices are reasonable and I particularly like the surroundings - the park with the creeks and a loot of green area. The castle Otoèec is really close - ideal for a short trip to this landmark.
17.11.2014,4,"I have been to hotel Smarjetna last weekend. And it was great.The staff is super friendly, the room was great. The swimming pool is not new, but is ok, I love the Jacuzzi. We also went to try the couple bath and was great. Just to make my day perfect I also try classic massage and the positively surprised me. Massage was just the way it suppose to be.I was also surprised about the breakfast, they have many Eco food and healthy food to choose from. I was amazed. My partner went to try sauna and he was so happy afterwards, he said this is the best saunas he ever been to. He loved the chocolate sauna.I would recommend Šmarješke toplice to everyone, young and old. Their service is super great."
16.10.2014,3,"1. Was here for 3 nights in a tourist group2. Food was low quality, not fresh, and selection poor (both breakfast and supper). It may have to do with the specific deal arranged between the traveling agency and the hotel, but still ...3. Rooms OK, not more than that4. Air conditioning deliberately not functioning (autumn?!? winter?!?)5. Towels worn out,"" micro-soap"" provided (really) that we could not really use, and had to buy soap and shampoo from local supermarket (quite strange for a 4-star hotel)6. In our room there was a bath (the same in all the wing) that was extremely dangerous: very high entry, no anti-skid, and very narrow...7. WIFI Internet access (FREE) was a PLUS !!!"
27.06.2014,4,"I was in this hotel on April this year, and I have to say that is very good hotel for reasonable price. Hotel doesn't look like a new one, but is really good! Rooms are large and clean, the hotel restaurant is very good with abeautifull view, staff very friendly and helpfull and area around hotel is totally amazing! It's pitty, that I was there just for few days, and I didn't have enought time for spa, but maybe next time I will try to do something something else. I think for this price standar of hotel is really good!"
8.05.2014,5,Many times staying in this hotel complex without any objections. Šmajerske toplice is certainly one of the best places in Slovenia for vacation with many activities. Exelent saunas and very good meals
18.07.2013,4,"We stayed in Hotel Smarjeta for the second time, very nice overall experience. The hotel is the oldest one so be sure to book the Vitaruim hotel, the newest addition to the complex - rooms may have internet access also (we did not have one at all). The nature is absolutely beautiful, easy for biking or hiking. The outdoor thermal pools are well maintained (28 to 32 degrees C), we especially liked the oldest, wooden one just on top of the thermal well. The staff was helpful, as always. The food was so-so, but sometimes they surprised us nicely for dinner. Our rooms were quite basic with old furniture and outdated bathroom but we did not mind (except for uncomfortable mattresses). Excellent spa and medical centre!A visit to the nearby Otocec castle is a must, just for lunch or afternoon tea - bring your camera!"
21.05.2013,4,"Šmarješke toplice are surrounded by a lot of greenery, the pictures on the website are not different from real ones. The hotel is pleasant and the staff is more then friendly. They have a complex of 2 hotels, both with four stars and I think that anyone who wants a vacation or just a one-day reprieve must visit Šmarješke toplice. Especially those who love nature"
27.09.2012,3,"My husband & I traveled to Slovenia for our friends wedding. This hotel was one of a few suggested by the bride & while I am showing it as a 3 I would say it is more a 3 1/2.The reception, information & spa staff are very helpful & friendly & look to make your stay as pleasant as possible. The location of this hotel is beautiful, quiet & really allows guests to clear their minds. The first day both my husband & I enjoyed massages in the spa, they were both excellent & we were shocked by the reasonable price. We enjoyed the thermal pools but were a little uncomfortable with the ""no clothing rule"" when it is not a private setting. Staff in the pool reception could be better informed & a little more friendly.Housekeeping staff were generally unfriendly & somewhat inflexible with their cleaning schedule. While the beds in the room are comfortable, the pillows are not - lumpy & almost seem to be at the end of their life. Restaurant staff are friendly & helpful. Selection at breakfast is a nice variety & dinner was a nice selection of Slovenian dishes.Overall our stay was very nice but new pillows would provide a much better sleep, sort of a big plus when the facility is all about wellness."
16.08.2012,4,"We had great results after staying in the hotel for 10 nightsA very good program for both detox and slim-fitNice facilities for cardio etc,good massages etc and also a nice swimming poolI should recommand to book a program including all treatmentsWe flew to Zagreb and they also arranged a 1 hour transfer by taxiThere could be some more intertainment for tourists in the eveningThe rooms are nice but I should recommand to renovate the groundfloor especially the restaurantsI appreciated that there was free internret excess ( with a cable ) in the rooms"
4.05.2012,4,"Excelent hotel, excelent location for people who like nature, forest, flowers.. very peacefull. Also i recomend you to chek diferent treatemens for spine, other bones, hart etc etc.. they have great experts.unfortunatelly the don't have any kind of activites for children.Breakfast is fantastic- eco. Dinner is prepared infront, which i don't like it."
18.03.2015,4,"The room with balcony was nice, modern, spacious and clean. We had half board, the food was excellent. Friendly staff. The pool area we didn't like much, too crowded, slippery floor around indoor pools."
22.02.2015,4,"in short:Hotel: modern, chic, good food, also bio breakfastThe only thing which should improve is service in bar. A bit slow and confusingArea: good place for biking, running, walking aroundWellness: not to big, bet very nice, with saunas and nice Japanese spa"
22.02.2015,4,"This was our third, or maybe even fourth time in this resort. Unfortunately, this time it was so crowded that the impression was not so good as before. The main thing that went wrong was the wellness part because the saunas and pools just could not take so many people! I think there should be some restriction, i.e. when the number of people comes to a point when there are no more available deck chairs, the staff should do something about it (in some hotels you have to book the period of time you want to spend in the sauna). We actually paid for the saunas but were not able to use them for the time we planned to. Another thing is the food. Breakfast and dinner were fine but lunch was not up to the standard of a 4- star superior hotel."
10.02.2015,5,"This hotel is nice, clean and comfortable. The spa is not so great for relaxing, but for swimming and playing in the pool it's ok.Staff ios friendly, breakfast buffet is very good and the half board is extremely affordable."
20.01.2015,4,"It was our third visit to the hotel and as usual we found virtually everything excellent. We did had a couple of problems to begin with but they were resolved after speaking to the manager. We do enjoy the warm pools and the spa facilities. The hotel is situated amongst the most beautiful countryside with rolling hills covered with broad-leaf forest - the autumn colours are magnificent. Usually we drove from France(1500km each way) but discovered on our last visit that they now offer a transfer service from the airport. That meant a longer stay at the hotel and we arrived a lot more relaxed.One thing we did this time that was a new experience was to learn how to walk properly with Nordic walking sticks (I had just bought a pair)There are regular walks organised by the hotel also.I have back problems and decided to try out the medical centres specialist treatment for back pain. I booked a 6 day course. I was examined by a doctor who spoke English and specialised in rehabilitation medicine and she prescribed the relevant treatment for my case. This involved various treatments including physio and specialist pool exercises. The staff were always very professional, well qualified and friendly. My back has been a lot better since. We tend to drink a fair amount of tea and coffee throughout the day and it would be nice if tea and coffee facilities were offered in the room.WiFi is now installed through the hotel which is an improvement on the slow LAN service offered previously. However although our room was about 2m from the aerial in the corridor the signal didn't penetrate well into the bedroom and at the desk where my netbook was, it was very poor. We enjoyed our stay so much that we have already booked to go back in March. Maybe we will find a kettle in the room!"
6.01.2015,5,"everything here is excellent, the food, the pool, the sauna, the jacuzzi, the rooms, the staff....everything! the prise was correct and the hotl have also internet, wi-fi, and thats awesome.i would like to come back! thank you :)"
18.12.2014,5,"if you are in slovenia and If you feel cold this is the rigth place for you ,it is very clean very nice very good envirement also very reasonable price I have choisen old part it was not busy and very good warm water I enjoyed mucn I will go back definetly"
8.12.2014,5,"This was our third time staying at Balnea and we can't get enough of what the suite has to offer. We stayed two nights and spent most of the time relaxing in the jacuzzi with the fireplace warming up the place. We enjoyed the complimentary tea and fruit very much and love how clean and neat they keep the place. Breakfast was very good, healthy choice and alot to choose from. Also the dinners were a good choice, everything we had was so tasty! I would say the only thing I didn't enjoy is the bed. It is fairly uncomfortable, just like in the previous suite we stayed in. I hope maybe until next time we come to stay the beds in suites will be as pleasant as everything else in this amazing hotel."
3.12.2014,4,"friendly and involved staff; excellent food with a glass of local wine; buffet breakfast with plenty of choice for even the most demanding; affordable and comfortable wellness services; excellent sauna can be a little small for the amount of people and ther is no outdoor whirlpools; pools are everything you expect at a spa - but not something special; Room is the perfect modern design including the bathroom and balcony, quiet surroundings, far from the city bustle"
24.11.2014,5,"I was in this hotel durring the business trip, and unfortunatelly I didn't have time for spa, but believe me, next time, when I'll visit Slovenja, I will stay longer in this hotel definitely! The hotel is new,rooms are really big, and luxurious, and inside hotel is very good restaurant. The food in this restaurant is really delicious! Staff is very friendly and helpful. It was pleasure to stay in this hotel."
2.10.2014,5,"If you want peaceful and quiet this must be the hotel. In the woods so tranquil. It is also a wellness centre with heated poools, saunas etc. The roooms are spotless and a good size. The buffet style meals are healthy and good quality. Very good breakfast , loved the fresh sweet pineapple.Easy car parking. Just some small problems with English, but you can get by. Free internet computer and free bikes - the area is very flat for good cycling. It is a first rate resort."
12.09.2014,5,"Visiting this hotel for the first time but for sure not the last!!!!!We are looking farward allready to come back!!!!We stayed 7 days and enjoyed every moment!!!The room was spacious and well equiped,the service, the choise of food in the restaurant,the bar,the entertainment and for sure the Spa sevices were Superb!!!!!We were with a couple of friends and it was a perfact vacation!!!!!The staff all over the hotel was polite and helpfull,the atmosphere was very relaxing,the pools were very clean and pleasant-and we were more than pleased!!!!!We met a couple who come s back every year-ten years by now-and we understand why! !!!!Wish to come back soon!!!!!"
17.08.2014,5,"Visiting an hotel for the fifth time means we feel very pleasant and relaxing atmosphere there. Not only the accomodation is superb, but the service, staff, restaurant, choice of foods, drinks, desserts- everything is just excellent, including the coffee.Beds are very comfortable, everything is very, very clean. Swimming pools are also clean, water is relaxing. Recommend swimming during Fridays and Saturdays with the night swimming, until 11 PM.Recommendation for the families with children; kids just adore this hotel."
15.08.2014,5,"we stayed in Hotel Balnea Superior 7 nights, we enjoy every moment of our staying, the welcome was warm friendly and efficient, the staff are polite and speak good english, the room was big, comforteble and clean, the food was very tasty and served to the table, the SPA treatments was excellent and relexed, very good disable accessible any where in the hotel and out side, fantastic warm water pools. we will certain come back!"
24.07.2014,2,"Too expensive for children - in my case no discount for children under 10 years old - rude staff...I would never go back, if it was not for my dauthers medical treatments...food was the same...pork in 100 difrent ways, desserts not for sweet tooth...i liked the room...very clean... In hotel bar no newspapers or just the ones forgotten by guests"
10.07.2014,4,"The rooms are very modern and comfortable (we stayed in a suite that was excellent), the service is very friendly, but most of the stuff speaks only poor English. The spa is very good but not excellent. There is no Wi-Fi, except in the lobby"
31.05.2014,4,"Hotel is amazing with his large room and also a balcony. Our room looked to the mountain. In our bathroom we have a masagge bath. All it was great, clean, warm enough. We travel in time where it was a little cold outside. Nice thing is that with bad wheather you can rich all pool without walking out. There is a tunell to rich 2 of 3 warm pool .(35,36°). Welnes center is not so far. A few minute on a large hall and you are there. People is amazing, friendly and always smiling and trying to fill you good all the time."
8.05.2014,5,"The Balnea Hotel is a pure joy to stay at. It is definitely the most comfortable and cleanest hotel we've been to. The staff is very friendly, especially the waitress and waiter in the lobby bar.I hope they will sort out the wellness pool problems that other reviewers mention.But the hotel itself remains a clear winner!"
28.04.2014,5,"This is a great place when visiting this part of Slovenia. The hotel is modern, the rooms are modern, the bathrooms are modern, the lobby is very contemporary.I enjoyed the walk from the main building to the spa area, it is very dramatic ( specially in the evening with the lights on).The spa is what makes this place superb. Make sure that you have enough of time to use it! There is a running track outside of the hotel which takes you through really nice woodlands and fields back to the hotel. ( it starts not far from the large parking space).The breakfast is ridiculously healthy!!! I mean this as a compliment! I love this place, simple as that!"
10.04.2014,5,Hotel in modern design and frendly staff. We stayed 4 days in february after weather disaster in Slovenia. We spend some beatutifull days. Food is excellent. For breakfast you can drink fresh juice and eat a lot of bio and eco foods.We get more than we expect.
4.03.2014,4,"Hotel is great, spa staff and treatments are very disappointing and are not up to the price charged as staff is not professional as in other european hotel SPAs... the problem that hotel has is slippery floor around indoor pools where you can se children and adults falling all the time and slipping when walking around, hotel failed to put matt non slippery tiles on floors SO BE CAREFUL. My daughter fell 3 times and hurt her knees and another child fell on head and she was bleeding there. The hotel should do something about it! Also the hotel pool is always crowded with local people which is not so pleasant as pool becomes overcrowded and too busy. Local people also eat sandwiches they bring with themselves and this should not happen in 4**** hotel, specially when you pay room per night 180 euros. Right?"
26.02.2014,5,"How relaxing..to just soak in that jacuzzi in that beautiful room, with the warmth of the fireplace in the room...clean neat bathroom with a modern walk in rain shower. Two TV-s one you can watch from the bed or bath and other in the living space. We already were in this hotel but in a different suite. They are both similar, but for me this suite (Suite Maria) had an uncomfortable bed. My partner however said he didn't find the bed uncomfortable. The breakfast was great but the dinners weren't that good. We stayed for two nights during our stay we visited the Balnea wellnes and we took a Zeus bath for an hour which was such a pleasure. Also we got a massage which my partner enjoyed more than I did. I liked the fact that after the therapy you sit around and make yourself a cup of tea. Oweral we loved it and will come again but only if the suites are available, they are amazing."
16.02.2014,5,"Hotel Balnea is a really excellent place for a weekend at a spa. Ultra cool interior design, four star quality throughout and great staff. The spa is well laid out, lots of amenities including all types of steam and sauna, indoor and outdoor pools, Japanese hot pool and so on."
3.02.2014,5,"We spent 3 nights here, wonderful suite with private fireplace and jacuzzi. Nice furniture and friendly staff. Rich breakfast while dinnner is on average. Suggested the hotel to install WiFi in the room, only cable connection available."
13.01.2014,3,"We were there in the end of November 13, 3 rainy days.The hotel is beautiful, rooms well equiped, staff-most of them profis.Variety, both for breakfast and dinner should be wider-expected for 4 superior hotel.There is something, that can not fit together-4s star hotel with wellness part, opened for whole crowd(daily ticket for cca.10 EUR) not just for guests.It is expected, when you pay the price, they have, that you ll get some comfort also in pools.Nope, mission impossible.Opened also for 'sheeps'....There are not a lot of chances to see me there again...."
3.01.2014,3,"My and my family visit this pool last weekend. Not really too satisfied. Their website does not give you correct information about prices. The tiles are always soo wet and slippery that is really very dangerous when you walk around the pool. Water in the pool is quite hot, but this is why you choose a Spa:)Bottom line - it is better to choose other SPA in Slovenia...."
8.11.2013,5,"Having stayed at The Hotal Balnea last year we just had to go back this year if only for the relaxing experience of swimming in warm pools, eating good food, staying in a lovely spacious room with a beautiful view. The hotel is situated in a small but thriving village surrounded by broad-leafed woodlands which offer miles of walking.We booked directly with the hotel and got a special autumn offer which gave us unlimited access to the Oasis, which is the area with various saunas and steam rooms. This was fantastic and was even more relaxing than our stay last year. It was our wedding anniversary treat to ourselves. We requested and got the same room as last year, we received a half bottle of local sparkling wine and a plate of fruit which was a lovely touch.We were welcomed by Alenka who remembered us which was very nice. It is good to see that so many of the staff are still working there. We were delighted to see the Trip Advisor award prominently and proudly displayed behind the reception desk.Reading the review by Patunya G we cannot understand what the problem with the pools was. There are 3 pools attached to the Hotel Vital (linked underground to the Balnea) these are 36C and lovely to just wallow in. Attached by a covered walkway to the Balnea is the wellness centre which has a big pool indoors going to an outside one. In the summer there is another big outdoor pool. the pools at the Wellness centre are 32C, all pools have Jacuzzi jets etc. The Oasis spa is also situated here as well as a huge suite of rooms for all sorts of treatments such as massages, facials etc. The water in all the pools comes out of the ground at 36C and is well known for its therapeutic properties, particularly for people with movement problems.Don't go here if you want to lose weight as there is so much variety of food on offer, however they do have main course healthy option choice as well as an excellent and varied vegetarian dish every night.We are already planning our trip there for next year!"
12.09.2013,5,"We stayed a week at the hotel, enjoying the SPA & services- absolutely wonderful As it was our 40th wedding annivesary we looked for a quiet & relaxing place - we found it ... The suite we received was excellent, pampering to all our needsI will definetely recommend this hotel"
11.09.2013,5,The room was luxurious and pampering. We had a king sized bed a great balcony with beautiful countryside view. We received bathrobes and could wear them all the time back and forth from the hotel to the connected spa area which was great.the heated swimming pools were so great and we took a massage which was good too.we also were offered a nice dinner for just 10 euros per person. We were celebrating our 20 years anniversary and this hotel was just the right place
30.03.2013,4,"We stayed in a superior suite with a jacuzzi in room and fire place, two flat screen TV-s and, balcony, a real modern bathroom. One of the best things are the many lights in the room that make SUCH a good atmosphere also you can adjust intensity of the lights. Rooms are thoroughly cleaned every day. All in all this is a very modern hotel. The cleaning ladies and the waiters were very friendly. On the other hand the receptionist was realy unfriendly and looked bored to death. The meals, especially breakfast was outstanding. So much choice! You can have the cook make fresh eggs and such right infront of you.The down side is the pool. There are two, one worse than the other. We haven't visited the spa, but heard only good about it."
5.12.2012,4,"I was here with my boyfriend for a romantic weekend. The room was large and well designed, the bathroom is amazing and the toilette is separatly. We had also a hot tub in the bathroom. The pillow was to soft and uncomfortable. Our room was od the first floor and the view from the balcony was't very nice, We had half boards. The quality of food is amazing, a lot of choise.. you have a self service breakfast with a lot of choise, the dinner was also self service (the soup, salat and dessert), the main meal was bring from the waiter. You can choise three main meals (traditional, welness and vegetarian). On saturday I was very surprise because they prepare a gala dinner with candle and live music, the menu was also different but still very good.I like a lot the corridor that connects the hotel and the pools, so you can go with bathrobe to the pools, sauna and SPA center. The sauna was great and I really like the resting rooms with waterbads. The pools was amazing at night (on weekends it's open until 23 o'clock, also the sauna) and there was a lot of candles, so the atmosphere was so romantic. The staff was also very friendly and willng to help. We didn't find a parking place near the hotel, but they have also another parking with ramp (it was a 2 minutes distance from the hotel).We will definitly return."
30.10.2012,5,"We first visited Dolenjske Toplice in 2005 and stayed on the campsite belonging to the hotel group. Then as part of the camp fees we were allowed 3 hours a day in the warm pools. We promised ourselves we would return one day.Eventually in 2012 we returned, this time to have the comfort of the new Balnea Hotel - opened 2008.The hotel is well designed, large spacious rooms, friendly staff, excellent food, partly self service from the vast choice available on the buffets with a choice of main course served by the restaurant staff. If you are vegetarian don't worry you will be well catered for.There is no WiFi in the rooms but a cable was provided for connection to the hotel LAN. WiFi was available in reception and in most areas on the ground floor - so if you have a smart phone/iPad or similar you won't be able to access the web in your room.One small niggle - no tea/coffee making facilities in the room would be lovely to be able to have a cuppa as and when instead of having to go to the coffee bar on the ground floor. Also you are not allowed to take you own kettle as the hotel info says no electrical appliances!! We survived without.The unlimited access to the warm thermal pools is wonderful, our package allowed us a days free entry into the sauna. Here there are steam rooms, saunas, Japanese bath etc. There is also a wide variety of cosmetic treatments available as well many types of massage available. Also there is a fully equipped medical centre with doctors on call for various procedures.There are miles of well marked walks from the village through the forests and beautiful countryside, as well as many places to visit by car within easy reach. There is a very helpful tourist office next to the hotel with loads of brochures etc.We certainly plan to return and will watch out for their special offers which are very good value."
1.10.2012,5,"Hotel is located in wonderful scenery. Ideal for walking, hiking, biking and above all- for resting. Swimming pools, welness, bathtubs with water temperature between 28 and 35 C.Ideal for recovery, young couples, families.Hotel has beautiful rooms, very spacious and comfortable. Food is excellent.Highly recommended!!!"
3.08.2012,5,"Incredibly beautiful and well designed room. We felt so happy being there. The room was spacious, warm and comfortable. The staff were also very welcoming and helpful. The quality of the food was fantastic. Accommodating our vegan diet was also no big deal to them. Like, wow! I highly recommend Hotel Balnea Superior to anyone looking for a place to relax and recharge. If you appreciate eating delicious and nutritious whole foods this is absolutely the place for you!A small note: The pools temperature were a bit disappointing. I think they could be a bit hotter but maybe there's some temperature/health regulation that I don't know about? Regardless, it was still very relaxing and enjoyable to be in the pools."
28.03.2012,4,"Good, efficiently run 4 star, staff ""on the ball"" food very good, super swimming pool and fitness centre, bedroom comfortable and large clean en-suite, all in all well worth a visit!"
3.01.2012,5,"We went for a short stay (5 days) during the christmas holidays and our stay was perfect.Good food, service and everything in the hotel was really good.I strongly suggest this hotel with the pools and welness center !I'm going to plan another stay as soon as possible.The surroundings are poor but the great value is in the hotel and the services included."
13.11.2011,5,"Hotel Balnea is a very good hotel with kind staff and a perfect wellness center. It is not the easiest to reach, but once you manage you discover it was worthwhile."
2.09.2011,5,"The hotel was simply amazing, very warm and comfy.. would highly recommend it.. as well as the restaurant within the hotel - more than affordable prices for fantastic food"
25.04.2010,1,"OLOŽ OD OLOŽA...All that can you expect is unfriendliness of staff, dirty bath (jacuzzi),...I am very very disappointed...And this should be a four-star hotel... ojej"
27.10.2009,2,"We've traveled there during the fall school holidays - we wanted to have active holidays, some wellness treatments and program for children. It seemed that they were offering all that - at least while checking the hotel and facilities online and on the phone. Upon arrival there were some problems with parking, the young male receptionist was more dead than alive, wasn't offering much information and put us on the floor with rooms (as it turned out later) which had particularly soft mattresses, aparently for better sleeping. Well, it was horrible, as if we were sleeping in a channel - like falling into the mattress and it was very wobbly. It was a disaster and the next morning we asked them what was wrong with beds only to be told that the top floor rooms all have such mattresses and we were suppose to sleep great. I think they should have asked first if we were happy to sleep on such extremely soft mattresses. We had to move to another room - needles to say it wasn't as nice as the previous one but thankfully had more solid mattresses. Than the wellness - very unfriendly and impudent staff. They behaved as if we were there every day and we knew where to go and the rest. They advertised acupuncture but when asked for those treatments they weren't available as the doctor wasn't there - at least not for the duration of our stay (10 days). Of course no such information was to be found online. The pool was really crowded, impossible to swim, there was no staff at the sauna reception, so couldn't ask where was the sauna we wanted to go to (there are three different types of saunas, it looked dirty, dark and unpleasant. The fitness centre is very small and even though we were allowed to use it (it was included in the price) - that was only possible in the late afternoon or in the evening as beforehand there was some instructor and you were suppose to pay for his assistance. The promised activities for children have more or less dissapeared. There was no program available. The first one was cancelled 'cause there was not enough interest but no one has informed us about that particular activity (we spoke with two other families who also haven't had a clue and therefore couldn't register for that). The advertised cycling tracks were actually the regional roads - dangerous especially if your cycling with young children. A big no no!!!! And as for a hotel - it looks great on the pictures, not as much in reality. We were extremely dissapointed and cut our stay short. Don't bother."
18.03.2015,4,"The room with balcony was nice, modern, spacious and clean. We had half board, the food was excellent. Friendly staff. The pool area we didn't like much, too crowded, slippery floor around indoor pools."
22.02.2015,4,"in short:Hotel: modern, chic, good food, also bio breakfastThe only thing which should improve is service in bar. A bit slow and confusingArea: good place for biking, running, walking aroundWellness: not to big, bet very nice, with saunas and nice Japanese spa"
22.02.2015,4,"This was our third, or maybe even fourth time in this resort. Unfortunately, this time it was so crowded that the impression was not so good as before. The main thing that went wrong was the wellness part because the saunas and pools just could not take so many people! I think there should be some restriction, i.e. when the number of people comes to a point when there are no more available deck chairs, the staff should do something about it (in some hotels you have to book the period of time you want to spend in the sauna). We actually paid for the saunas but were not able to use them for the time we planned to. Another thing is the food. Breakfast and dinner were fine but lunch was not up to the standard of a 4- star superior hotel."
10.02.2015,5,"This hotel is nice, clean and comfortable. The spa is not so great for relaxing, but for swimming and playing in the pool it's ok.Staff ios friendly, breakfast buffet is very good and the half board is extremely affordable."
20.01.2015,4,"It was our third visit to the hotel and as usual we found virtually everything excellent. We did had a couple of problems to begin with but they were resolved after speaking to the manager. We do enjoy the warm pools and the spa facilities. The hotel is situated amongst the most beautiful countryside with rolling hills covered with broad-leaf forest - the autumn colours are magnificent. Usually we drove from France(1500km each way) but discovered on our last visit that they now offer a transfer service from the airport. That meant a longer stay at the hotel and we arrived a lot more relaxed.One thing we did this time that was a new experience was to learn how to walk properly with Nordic walking sticks (I had just bought a pair)There are regular walks organised by the hotel also.I have back problems and decided to try out the medical centres specialist treatment for back pain. I booked a 6 day course. I was examined by a doctor who spoke English and specialised in rehabilitation medicine and she prescribed the relevant treatment for my case. This involved various treatments including physio and specialist pool exercises. The staff were always very professional, well qualified and friendly. My back has been a lot better since. We tend to drink a fair amount of tea and coffee throughout the day and it would be nice if tea and coffee facilities were offered in the room.WiFi is now installed through the hotel which is an improvement on the slow LAN service offered previously. However although our room was about 2m from the aerial in the corridor the signal didn't penetrate well into the bedroom and at the desk where my netbook was, it was very poor. We enjoyed our stay so much that we have already booked to go back in March. Maybe we will find a kettle in the room!"
6.01.2015,5,"everything here is excellent, the food, the pool, the sauna, the jacuzzi, the rooms, the staff....everything! the prise was correct and the hotl have also internet, wi-fi, and thats awesome.i would like to come back! thank you :)"
18.12.2014,5,"if you are in slovenia and If you feel cold this is the rigth place for you ,it is very clean very nice very good envirement also very reasonable price I have choisen old part it was not busy and very good warm water I enjoyed mucn I will go back definetly"
8.12.2014,5,"This was our third time staying at Balnea and we can't get enough of what the suite has to offer. We stayed two nights and spent most of the time relaxing in the jacuzzi with the fireplace warming up the place. We enjoyed the complimentary tea and fruit very much and love how clean and neat they keep the place. Breakfast was very good, healthy choice and alot to choose from. Also the dinners were a good choice, everything we had was so tasty! I would say the only thing I didn't enjoy is the bed. It is fairly uncomfortable, just like in the previous suite we stayed in. I hope maybe until next time we come to stay the beds in suites will be as pleasant as everything else in this amazing hotel."
3.12.2014,4,"friendly and involved staff; excellent food with a glass of local wine; buffet breakfast with plenty of choice for even the most demanding; affordable and comfortable wellness services; excellent sauna can be a little small for the amount of people and ther is no outdoor whirlpools; pools are everything you expect at a spa - but not something special; Room is the perfect modern design including the bathroom and balcony, quiet surroundings, far from the city bustle"
24.11.2014,5,"I was in this hotel durring the business trip, and unfortunatelly I didn't have time for spa, but believe me, next time, when I'll visit Slovenja, I will stay longer in this hotel definitely! The hotel is new,rooms are really big, and luxurious, and inside hotel is very good restaurant. The food in this restaurant is really delicious! Staff is very friendly and helpful. It was pleasure to stay in this hotel."
5.01.2015,4,"The Hotel is clean and comfortable even if forniture is old style.Wifi works, but in our room there were a lot of black holes.The hotel is really quite and the hotel staff is very kind and helpful.Breakfast is very complete; you can find any kind of food (sweets or savory)The Hotel is close to motorway exit and it is 10 km far to two thermae. We were there to enjoy and relax.We spent really good time :PI suggest to stay here with groupon, in this case it is very affordable.If I come to this thermae again I would choose this hotel for sure."
12.12.2014,3,"We were at this hotel for a weekend, we bought a coupon by internet for a double room and breakfast. Good hotel, the personnel is careful and the hotel is clean, the rooms are large, I don't like the moquette but in the global the rooms are good. The bath is clean and large, we had the room in the side in front of the Church therefore the bells were a bit noisy. The breakfast was various and abundant"
3.12.2014,5,"Nice hotel in the centre of the city. very nice furnished with lots of wood in beautiful colour. Big and small conference room, with all equipments to have a good meeting. Catering is delicious. Food in the restorant is very good. Service is polite and fast. Good parking possibilities if you are driving. Nice view from upper floors."
21.11.2014,3,"Despite to the name, not in the hotel, that doen't have neither a spa nor a swimming-pool. They are just in the same city... Ok, I was there for business with just little free time,but half a hour of relax wouldn't have been so bad.I had an exellent room, but only because the hotel was fully booked. As an overall impression, it was nice and luxury in the 70s, but needs to be refreshed.Good and very wide breakfast, one of the best aspect of the hotel.Good point is indeed also the price."
5.09.2014,4,"Good service, very clean and comfortable rooms, nice to be awoken by the chiming of the nearby church bells. Food was very homely and always fresh and the kitchen was always ready to prepare more when needed Staff very friendly and helpful Close to the old city where you can find trendy bars and coffee shops"
21.08.2014,4,"The staff at Hotel Krka was very helpful & professional, especially concerning directions & recommendations of restaurants & other activities. Even the cleaning staff was quite friendly, always giving me a cheerful greeting when I saw them in the hall. (It's the little things I really appreciate.) Other than a lack of AC, my room was neat, clean, & quite sufficient for my needs. The hotel is located an easy 5 minute walk from the old town & the river. The restaurant served delicious food. Particularly noteworthy was the breakfast. It was buffet style but the eggs were cooked to order right before my eyes - then brought to my table by the chef who wore white gloves & bowed upon delivery! Loved it! Kind of a small scale grande olde hotel."
